Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Return,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,MA_7,STD_7,MA_14,STD_14,MA_21,STD_21,Momentum_7,Volume_change
2019-01-17,RELIANCE,EQ,1135.9,1144.45,1147.9,1130.0,1133.0,1134.45,1139.3,7487963.0,8531072687.0,135936.0,2511305.0,33.54,-0.0012765208204947864,1135.9,1129.65,1096.8,1098.05,1107.5,1116.1571428571428,16.897816145194074,1111.6107142857143,14.372411854929725,1112.4404761904761,15.276743918832594,29.799999999999955,0.1731512788242484
2019-01-18,RELIANCE,EQ,1134.45,1148.8,1189.9,1135.25,1185.8,1184.35,1162.97,20792544.5,29870001779.0,438550.0,7341001.0,28.58,0.0439860725461676,1134.45,1135.9,1129.65,1096.8,1098.05,1126.6714285714286,30.442279496663552,1116.1178571428572,24.177306644737264,1114.7047619047619,21.374639790886704,73.59999999999991,1.7767958388683276
2019-01-21,RELIANCE,EQ,1184.35,1194.0,1239.95,1188.65,1235.0,1237.7,1222.77,20792544.5,26948045198.0,403702.0,6427362.0,29.16,0.04504580571621575,1184.35,1134.45,1135.9,1129.65,1096.8,1145.2714285714287,50.163855323858485,1124.4535714285714,40.55826987797622,1119.907142857143,34.2841373149194,130.20000000000005,0.0
2019-01-22,RELIANCE,EQ,1237.7,1232.85,1246.95,1219.6,1232.0,1235.15,1234.02,16552819.0,20426529562.0,283673.0,4373694.0,26.42,-0.002060273087177822,1237.7,1184.35,1134.45,1135.9,1129.65,1164.857142857143,55.16878214905761,1133.65,49.713316587752324,1126.3333333333333,42.150546655209666,137.10000000000014,-0.20390604430352433
2019-01-23,RELIANCE,EQ,1235.15,1233.3,1244.2,1222.0,1224.45,1226.3,1233.79,8829502.0,10893762274.0,142555.0,3120131.0,35.34,-0.007165121645144379,1235.15,1237.7,1184.35,1134.45,1135.9,1183.357142857143,50.01544285328484,1143.1892857142857,53.89849497888832,1132.8642857142859,46.501820240867495,129.5,-0.4665862050445909
2019-01-24,RELIANCE,EQ,1226.3,1225.0,1253.2,1220.1,1249.0,1247.45,1240.42,13155185.0,16318007440.0,225787.0,3750294.0,28.51,0.01724700318029848,1226.3,1235.15,1237.7,1184.35,1134.45,1200.1857142857145,48.734482267748255,1153.8178571428573,58.88099996258253,1139.9642857142858,52.023276383883676,117.79999999999995,0.4899124548587226
2019-01-25,RELIANCE,EQ,1247.45,1250.45,1264.7,1235.4,1247.1,1246.0,1253.45,8550836.0,10718047747.0,183744.0,2362577.0,27.63,-0.0011623712373242112,1247.45,1226.3,1235.15,1237.7,1184.35,1215.9142857142856,41.80286786699564,1163.9071428571428,61.85306365505847,1145.9547619047619,56.66911395275328,110.09999999999991,-0.3500026035361722
2019-01-28,RELIANCE,EQ,1246.0,1250.5,1255.95,1222.4,1230.5,1229.55,1237.32,8569265.0,10602958029.0,188470.0,3185043.0,37.17,-0.013202247191011263,1246.0,1247.45,1226.3,1235.15,1237.7,1229.5,21.37903957931918,1172.8285714285714,61.655811736440135,1150.907142857143,59.28091237007262,95.09999999999991,0.002155227863100073
2019-01-29,RELIANCE,EQ,1229.55,1231.0,1231.65,1201.35,1214.9,1210.65,1212.83,9328866.0,11314352060.0,169968.0,4553808.0,48.81,-0.015371477369769293,1229.55,1246.0,1247.45,1226.3,1235.15,1233.2571428571428,12.651529175438018,1179.9642857142858,59.66738713830456,1155.1642857142858,60.246828013713234,26.300000000000182,0.08864249150889836
2019-01-30,RELIANCE,EQ,1210.65,1215.0,1225.0,1191.1,1195.75,1195.7,1208.06,7846940.0,9479601531.0,153142.0,3095594.0,39.45,-0.012348738281088734,1210.65,1229.55,1246.0,1247.45,1226.3,1227.2571428571428,18.7045767254153,1186.2642857142857,55.969388709612446,1158.7214285714285,60.33400071979975,-42.0,-0.1588538199605397
